Nganh,TenCoPhieu,TileTB,GiaBanTB,Thang1,Thang2,Thang3,Thang4,Thang5,Thang6,Thang7,Thang8,Thang9,Thang10,Thang11,Thang12
Cons-Cyc,THR,1.006073,24.92791,0.999,0.9998571,1.015667,1.016,1.008692,1.026077,0.9870667,0.9862,0.9700909,0.9872222,0.985,1.092
Cons-Cyc,THRM,1.017936,39.12173,0.9573333,1.073143,1.046375,1.0695,0.984,1.03175,0.9935555,1.055167,0.9772,1.007538,0.9773333,1.042333
Utilities,TRGP,0.9994155,116.1588,1.0135,1.016769,1.0156,1.0032,1.0084,1.061727,0.991,1.012643,0.9945714,1.008375,0.9046,0.9626
Transp,TRN,0.9987913,53.61025,0.985,1.0654,1.00175,1.026,0.976,1.017167,0.951,1.068333,0.96,1.002909,0.9856364,0.9463
BasicInd,TRQ,0.9991133,3.543755,1.083875,1.044111,0.9318889,1.0195,1.007,1.021,0.9982778,0.986,1.0053,0.9534546,0.9902857,0.9486667
Cons-Cyc,TSLA,1.005129,226.7512,1.0155,1.081445,0.969,1.008364,1.0218,1.043571,1.006818,1.034,0.9752222,0.9575555,0.9625,0.9857778
Cons-Cyc,TTS,0.9720828,12.08716,0.9304,1.028545,0.9706667,0.9988889,0.9606667,0.921,0.922875,1.039,0.9594445,0.9702727,0.9948334,0.9684
Cons-Cyc,UA,1.003132,75.3648,0.949,1.053,0.9956,0.9375,1.0136,1.024143,1.0586,1.014385,0.9784,1.009,1.026857,0.9775
Transp,UAL,1.017814,48.39602,0.99425,1.078,1.009,1.0025,1.034833,0.972,1.021857,0.9973333,0.9858,1.076571,1.023,1.018625
Transp,UNP,1.013031,137.5411,1.01015,1.018,1.005105,0.9929231,1.0164,1.002,0.9961875,1.02385,1.008286,1.0128,1.037667,1.033
Cons-Cyc,UTEK,0.995708,23.52131,0.9836667,1.018,0.99875,0.974,0.9964,1.011636,1.009,1.021538,0.946,0.9889375,1.0114,0.9891667
Transp,UTIW,1.00406,11.4708,0.956,1.017,0.9966667,0.9838572,1.022,1.017167,0.9806,1.023667,1.001182,0.9936666,1.026,1.030909
Transp,VLCCF,0.9798169,10.70236,0.9415,1.019333,1.000333,0.9493636,1.059222,0.9906666,0.9863334,1.0925,0.904,0.9197,0.9071,0.98775
Double Diamond,VMC,1.007541,63.75217,1.027,1.031143,0.9845,0.9962,1.036,1.0052,0.991875,1.001429,0.9788333,1.037889,1.020429,0.98
Insurance,VR,1.002203,38.18934,0.983,0.994,1.002429,1.006917,1.01125,1.031667,1.000667,1.018222,1.014286,0.959,1.002,1.003
Cons-Cyc,VRA,0.9948372,23.5476,1.008,1.01325,1.0085,1.026714,0.995,0.98225,0.983375,1.006357,0.991,1.009,0.958,0.9566
Transp,WAB,1.011652,81.00556,0.9908181,1.033833,1.012,1.00375,1.022,1.007923,0.9801428,1.015111,0.994,1.060143,1.0266,0.9935
Service,WAG,1.005755,64.07419,1.001643,1.046875,0.987625,1.019,1.001,0.986,0.977,1.001154,0.991,1.0286,1.006167,1.023
Utilities,WEC,1.004171,45.96592,1.0124,1.017,1.007555,1.006375,0.997,0.9861111,0.9746,1.017,0.9933333,1.0176,1.011333,1.00975
Transp,WERN,0.9991129,26.25458,1.009333,1.02,0.9965454,0.99025,0.994,0.998,0.9826,1.007143,0.9920834,0.996,1.0224,0.981
Utilities,WES,1.00155,68.92913,0.9855,1.01025,1.013,0.998625,1.0056,1.00425,0.992,1.006545,0.9986666,1.0355,0.9816667,0.987
ETFs,WHZ,0.9918912,11.95844,1.004556,1.008833,0.9943333,1.005,0.9508333,1.031714,1.00795,1.001056,0.99475,0.9937826,0.9415333,0.9683529
ETFs,WMC,0.9998865,14.89424,0.9997272,0.9935,0.958,1.001333,1.029,0.992,0.9975556,1.014182,0.9956,1.011143,1.010375,0.9962222
ETFs,WRLD,1.00383,79.87129,0.9991667,1.0258,0.9331111,1.007,0.9923334,1.0425,0.975,1.0222,0.9825,1.044,1.016083,1.006263
Cons-Cyc,WSM,0.9987843,65.64329,0.97,1.014375,1.035,0.9870625,1.0195,1.014917,0.9907,0.9684545,1.005944,0.965,1.011833,1.002625
BasicInd,X,1.003855,29.94021,0.9742222,1.00925,1.074,0.983,0.98,1.023333,1.120833,1.04325,0.9672,0.9945,0.9566667,0.92
Energy,XEC,0.9944862,120.3725,0.9505,1.023,0.998,0.998,1.003333,1.016929,0.9912727,0.9805714,0.9456,0.9972857,1.0235,1.005842
ETFs,XONE,0.9841769,30.50233,0.8888,1.0704,0.9233333,1.047294,0.9083636,1.083706,0.9315714,0.9565,0.9176667,1.092583,0.9891539,1.00075
Transp,XPO,0.9973507,31.3687,0.992,1.034857,0.970875,0.9408571,1.005462,1.023333,1.059572,0.9956667,1.000133,1.0055,0.9892857,0.9506667
Transp,YRCW,1.012792,21.77637,1.305429,1.049667,0.9903637,0.9436666,1.009091,1.059833,0.9795715,0.9994,0.9631538,0.9931334,1.0122,0.848
